sequence,label
"[0.807619363948774, 0.807619363948774, 0.807619363948774, 0.8076193639487741]",0
"[0.9125441625083822, 0.9125441625083822, 0.9125441625083821, 0.9125441625083822]",1
"[0.4615699376100179, 0.4615699376100179, 0.46156993761001797, 0.4615699376100179]",1
"[0.6917505523465793, 0.6917505523465793, 0.6917505523465793, 0.6917505523465793]",1
"[0.0018201524744088798, 0.0018201524744088798, 0.0018201524744088798, 0.0018201524744088798]",0
"[0.11286823897159813, 0.11286823897159813, 0.11286823897159813, 0.11286823897159813]",0
"[0.4642705991686696, 0.4642705991686696, 0.4642705991686696, 0.4642705991686696]",1
"[0.18585510326136295, 0.18585510326136295, 0.18585510326136295, 0.18585510326136295]",0
"[0.9564096836409657, 0.9564096836409657, 0.9564096836409657, 0.9564096836409657]",1
"[0.26880861989593824, 0.2688086198959382, 0.26880861989593824, 0.26880861989593824]",0
"[0.6041151921660275, 0.6041151921660275, 0.6041151921660274, 0.6041151921660275]",1
"[0.057189817905809355, 0.057189817905809355, 0.057189817905809355, 0.057189817905809355]",0
"[0.9394242496850678, 0.9394242496850678, 0.9394242496850677, 0.9394242496850678]",1
"[0.46275817899084565, 0.4627581789908456, 0.46275817899084565, 0.46275817899084565]",1
"[0.8161140179589936, 0.8161140179589936, 0.8161140179589936, 0.8161140179589937]",0
"[0.2518258173801061, 0.25182581738010607, 0.2518258173801061, 0.25182581738010607]",0
"[0.3255929036493834, 0.32559290364938337, 0.3255929036493834, 0.32559290364938337]",0
"[0.054262121545924254, 0.054262121545924254, 0.05426212154592426, 0.054262121545924254]",0
"[0.30229778808457625, 0.3022977880845762, 0.30229778808457625, 0.3022977880845762]",0
"[0.28252010383662496, 0.28252010383662496, 0.282520103836625, 0.28252010383662496]",0
"[0.47868160759351736, 0.4786816075935173, 0.47868160759351736, 0.4786816075935173]",1
"[0.9193813747549289, 0.9193813747549288, 0.9193813747549288, 0.9193813747549289]",1
"[0.1475243777338652, 0.1475243777338652, 0.14752437773386523, 0.1475243777338652]",0
"[0.8268023427418524, 0.8268023427418523, 0.8268023427418523, 0.8268023427418524]",0
"[0.9098806334928814, 0.9098806334928814, 0.9098806334928814, 0.9098806334928814]",1
"[0.25124953200569383, 0.25124953200569383, 0.25124953200569383, 0.25124953200569383]",0
"[0.8194884743656072, 0.8194884743656072, 0.8194884743656072, 0.8194884743656073]",0
"[0.9355384167589985, 0.9355384167589985, 0.9355384167589984, 0.9355384167589985]",1
"[0.9737706094751432, 0.9737706094751432, 0.9737706094751432, 0.9737706094751432]",1
"[0.3348567422099506, 0.3348567422099506, 0.3348567422099506, 0.3348567422099506]",0
"[0.8116048992151145, 0.8116048992151145, 0.8116048992151145, 0.8116048992151146]",0
"[0.6018459405870538, 0.6018459405870538, 0.6018459405870538, 0.6018459405870539]",1
"[0.8758320650035868, 0.8758320650035868, 0.8758320650035867, 0.8758320650035868]",1
"[0.2376070502711772, 0.2376070502711772, 0.2376070502711772, 0.23760705027117718]",0
"[0.7398756439901344, 0.7398756439901344, 0.7398756439901344, 0.7398756439901345]",1
"[0.13790171308210195, 0.13790171308210195, 0.13790171308210195, 0.13790171308210195]",0
"[0.3426310395021549, 0.3426310395021549, 0.3426310395021549, 0.3426310395021549]",0
"[0.4179636133239167, 0.4179636133239166, 0.4179636133239167, 0.4179636133239166]",1
"[0.8300019545752044, 0.8300019545752044, 0.8300019545752043, 0.8300019545752044]",0
"[0.5761995602278885, 0.5761995602278885, 0.5761995602278885, 0.5761995602278885]",1
"[0.289583766119946, 0.28958376611994596, 0.289583766119946, 0.28958376611994596]",0
"[0.5460879915548317, 0.5460879915548317, 0.5460879915548316, 0.5460879915548317]",1
"[0.058382810497867, 0.05838281049786699, 0.058382810497867, 0.058382810497867]",0
"[0.6085440519878994, 0.6085440519878994, 0.6085440519878994, 0.6085440519878995]",1
"[0.2547676942781236, 0.25476769427812357, 0.2547676942781236, 0.2547676942781236]",0
"[0.07847195491582973, 0.07847195491582974, 0.07847195491582973, 0.07847195491582973]",0
"[0.6705438499517788, 0.6705438499517788, 0.6705438499517787, 0.6705438499517788]",1
"[0.7531525017466183, 0.7531525017466183, 0.7531525017466183, 0.7531525017466184]",0
"[0.8452015178731064, 0.8452015178731064, 0.8452015178731063, 0.8452015178731064]",0
"[0.507541195559708, 0.507541195559708, 0.507541195559708, 0.507541195559708]",1
"[0.14896589522102707, 0.14896589522102707, 0.14896589522102707, 0.14896589522102704]",0
"[0.14575707334744467, 0.14575707334744467, 0.14575707334744467, 0.14575707334744464]",0
"[0.9616616725345343, 0.9616616725345343, 0.9616616725345343, 0.9616616725345344]",1
"[0.4018892423952478, 0.4018892423952478, 0.40188924239524787, 0.4018892423952478]",1
"[0.42380109763212787, 0.42380109763212787, 0.42380109763212787, 0.42380109763212787]",1
"[0.41522340706872046, 0.41522340706872046, 0.41522340706872046, 0.41522340706872046]",1
"[0.9944218587293857, 0.9944218587293857, 0.9944218587293857, 0.9944218587293858]",1
"[0.5177344441324077, 0.5177344441324075, 0.5177344441324075, 0.5177344441324077]",1
"[0.9951417768740567, 0.9951417768740567, 0.9951417768740567, 0.9951417768740568]",1
"[0.058093644472857496, 0.058093644472857496, 0.0580936444728575, 0.058093644472857496]",0
"[0.2418259065566861, 0.24182590655668612, 0.24182590655668612, 0.2418259065566861]",0
"[0.48008723516200386, 0.48008723516200386, 0.48008723516200386, 0.48008723516200386]",1
"[0.7748242380774932, 0.7748242380774932, 0.7748242380774932, 0.7748242380774932]",0
"[0.8432219439880438, 0.8432219439880438, 0.8432219439880438, 0.843221943988044]",0
"[0.48783083232010704, 0.48783083232010704, 0.48783083232010704, 0.48783083232010704]",1
"[0.9768276849715972, 0.9768276849715972, 0.9768276849715972, 0.9768276849715972]",1
"[0.5370827650762876, 0.5370827650762876, 0.5370827650762876, 0.5370827650762876]",1
"[0.7314151987007703, 0.7314151987007703, 0.7314151987007702, 0.7314151987007703]",1
"[0.7710095271287583, 0.7710095271287583, 0.7710095271287581, 0.7710095271287583]",0
"[0.8139724643187691, 0.8139724643187691, 0.813972464318769, 0.8139724643187691]",0
"[0.5791906304360253, 0.5791906304360251, 0.5791906304360251, 0.5791906304360253]",1
"[0.26431470502799487, 0.2643147050279948, 0.26431470502799487, 0.26431470502799487]",0
"[0.1376488755491121, 0.1376488755491121, 0.1376488755491121, 0.1376488755491121]",0
"[0.050756093136020156, 0.050756093136020156, 0.05075609313602016, 0.05075609313602016]",0
"[0.711654472622132, 0.711654472622132, 0.711654472622132, 0.7116544726221321]",1
"[0.8594241590465765, 0.8594241590465765, 0.8594241590465765, 0.8594241590465767]",0
"[0.5698607865871407, 0.5698607865871406, 0.5698607865871406, 0.5698607865871407]",1
"[0.4110427797597232, 0.41104277975972314, 0.4110427797597232, 0.4110427797597232]",1
"[0.3329476324422059, 0.3329476324422059, 0.3329476324422059, 0.3329476324422059]",0
"[0.6413055539027838, 0.6413055539027838, 0.6413055539027838, 0.6413055539027838]",1
"[0.917941757752259, 0.917941757752259, 0.917941757752259, 0.917941757752259]",1
"[0.7496257872939747, 0.7496257872939747, 0.7496257872939747, 0.7496257872939747]",1
"[0.581171593136678, 0.581171593136678, 0.581171593136678, 0.581171593136678]",1
"[0.5493656694434694, 0.5493656694434694, 0.5493656694434693, 0.5493656694434694]",1
"[0.5069646178030662, 0.5069646178030662, 0.5069646178030661, 0.5069646178030662]",1
"[0.9456504561674449, 0.9456504561674449, 0.9456504561674449, 0.9456504561674449]",1
"[0.9426991499425249, 0.9426991499425249, 0.9426991499425249, 0.942699149942525]",1
"[0.4079426509799702, 0.4079426509799702, 0.4079426509799702, 0.4079426509799702]",1
"[0.2112221124002081, 0.2112221124002081, 0.2112221124002081, 0.2112221124002081]",0
"[0.8200558420820188, 0.8200558420820188, 0.8200558420820186, 0.8200558420820188]",0
"[0.9882339543190776, 0.9882339543190776, 0.9882339543190776, 0.9882339543190776]",1
"[0.7025098529156575, 0.7025098529156575, 0.7025098529156575, 0.7025098529156575]",1
"[0.48051886442835395, 0.48051886442835395, 0.480518864428354, 0.48051886442835395]",1
"[0.5120436626078653, 0.5120436626078653, 0.5120436626078653, 0.5120436626078653]",1
"[0.2951445106479029, 0.2951445106479029, 0.2951445106479029, 0.2951445106479029]",0
"[0.8889687254810089, 0.8889687254810089, 0.8889687254810089, 0.888968725481009]",1
"[0.9507593239596565, 0.9507593239596565, 0.9507593239596565, 0.9507593239596566]",1
"[0.2773406257359809, 0.27734062573598084, 0.2773406257359809, 0.2773406257359809]",0
"[0.1797788888627369, 0.1797788888627369, 0.17977888886273694, 0.1797788888627369]",0
"[0.4746106236205954, 0.4746106236205954, 0.4746106236205955, 0.4746106236205954]",1
"[0.3950032754119263, 0.3950032754119263, 0.39500327541192637, 0.3950032754119263]",1
"[0.27146783627355336, 0.27146783627355336, 0.2714678362735534, 0.27146783627355336]",0
"[0.6081119110526476, 0.6081119110526476, 0.6081119110526476, 0.6081119110526477]",1
"[0.43681261851530934, 0.43681261851530934, 0.43681261851530934, 0.43681261851530934]",1
"[0.29831327615603914, 0.2983132761560391, 0.29831327615603914, 0.2983132761560391]",0
"[0.07229567269914555, 0.07229567269914555, 0.07229567269914555, 0.07229567269914555]",0
"[0.9689124594447573, 0.9689124594447573, 0.9689124594447572, 0.9689124594447573]",1
"[0.6634131590423371, 0.663413159042337, 0.663413159042337, 0.6634131590423371]",1
"[0.9988488911623231, 0.9988488911623231, 0.9988488911623231, 0.9988488911623231]",1
"[0.5861434067587953, 0.5861434067587953, 0.5861434067587953, 0.5861434067587954]",1
"[0.22791165553981726, 0.22791165553981726, 0.22791165553981726, 0.22791165553981724]",0
"[0.6922180715316049, 0.6922180715316048, 0.6922180715316048, 0.6922180715316049]",1
"[0.6051235453801341, 0.6051235453801341, 0.6051235453801341, 0.6051235453801342]",1
"[0.2212438056997284, 0.2212438056997284, 0.22124380569972843, 0.2212438056997284]",0
"[0.7402714564333666, 0.7402714564333666, 0.7402714564333666, 0.7402714564333666]",1
"[0.9135873823033609, 0.9135873823033608, 0.9135873823033608, 0.9135873823033609]",1
"[0.3247276715366338, 0.3247276715366338, 0.3247276715366338, 0.3247276715366338]",0
"[0.0755809525257512, 0.0755809525257512, 0.07558095252575119, 0.0755809525257512]",0
"[0.6004046423865641, 0.6004046423865641, 0.600404642386564, 0.6004046423865641]",1
"[0.8994424417073894, 0.8994424417073894, 0.8994424417073893, 0.8994424417073894]",1
"[0.7115465835794339, 0.7115465835794338, 0.7115465835794338, 0.7115465835794339]",1
"[0.8275930904816281, 0.827593090481628, 0.827593090481628, 0.8275930904816281]",0
"[0.34522578559815775, 0.3452257855981577, 0.34522578559815775, 0.34522578559815775]",0
"[0.7686707616747127, 0.7686707616747127, 0.7686707616747127, 0.7686707616747128]",0
"[0.9487102361995222, 0.9487102361995221, 0.9487102361995221, 0.9487102361995222]",1
"[0.6206431210282615, 0.6206431210282615, 0.6206431210282615, 0.6206431210282616]",1
"[0.5183468387121674, 0.5183468387121674, 0.5183468387121674, 0.5183468387121674]",1
"[0.7436524183445873, 0.7436524183445873, 0.7436524183445873, 0.7436524183445874]",1
"[0.020986026907059436, 0.020986026907059436, 0.020986026907059436, 0.02098602690705944]",0
"[0.8204157646065755, 0.8204157646065755, 0.8204157646065755, 0.8204157646065756]",0
"[0.4851293667103242, 0.48512936671032414, 0.4851293667103242, 0.4851293667103242]",1
"[0.336334953666919, 0.336334953666919, 0.336334953666919, 0.336334953666919]",0
"[0.7775409806587693, 0.7775409806587693, 0.7775409806587692, 0.7775409806587693]",0
"[0.8909854319092223, 0.8909854319092223, 0.8909854319092223, 0.8909854319092223]",1
"[0.5829368508474918, 0.5829368508474918, 0.5829368508474917, 0.5829368508474918]",1
"[0.6055912107562744, 0.6055912107562743, 0.6055912107562743, 0.6055912107562744]",1
"[0.09420372696704164, 0.09420372696704166, 0.09420372696704164, 0.09420372696704164]",0
"[0.5723833142724485, 0.5723833142724485, 0.5723833142724484, 0.5723833142724485]",1
"[0.7336120125823768, 0.7336120125823768, 0.7336120125823767, 0.7336120125823768]",1
"[0.2748516489115121, 0.2748516489115121, 0.27485164891151215, 0.2748516489115121]",0
"[0.027438902712883132, 0.027438902712883136, 0.027438902712883136, 0.027438902712883136]",0
"[0.15727773724223035, 0.15727773724223035, 0.15727773724223035, 0.15727773724223032]",0
"[0.8365125758713612, 0.8365125758713611, 0.8365125758713611, 0.8365125758713612]",0
"[0.4844824710274794, 0.4844824710274794, 0.4844824710274794, 0.4844824710274794]",1
"[0.027547595806712538, 0.02754759580671254, 0.027547595806712538, 0.02754759580671254]",0
"[0.8220347581070648, 0.8220347581070647, 0.8220347581070647, 0.8220347581070648]",0
"[0.4590474099247101, 0.45904740992471005, 0.4590474099247101, 0.4590474099247101]",1
"[0.753728494738801, 0.753728494738801, 0.753728494738801, 0.7537284947388011]",0
"[0.29292123617452354, 0.2929212361745235, 0.29292123617452354, 0.29292123617452354]",0
"[0.09308404921903975, 0.09308404921903976, 0.09308404921903975, 0.09308404921903975]",0
"[0.8679860609695892, 0.8679860609695891, 0.8679860609695891, 0.8679860609695892]",0
"[0.4782848449080392, 0.4782848449080392, 0.4782848449080392, 0.4782848449080392]",1
"[0.0347046011168124, 0.034704601116812395, 0.0347046011168124, 0.0347046011168124]",0
"[0.40257334371680087, 0.40257334371680087, 0.4025733437168009, 0.40257334371680087]",1
"[0.8436900479375284, 0.8436900479375283, 0.8436900479375283, 0.8436900479375284]",0
"[0.21093331185298553, 0.21093331185298553, 0.21093331185298553, 0.21093331185298553]",0
"[0.6112452983110102, 0.6112452983110102, 0.6112452983110102, 0.6112452983110102]",1
"[0.2686649140301221, 0.26866491403012205, 0.2686649140301221, 0.2686644754567778]",0
"[0.43147803164189724, 0.43147803164189724, 0.43147803164189724, 0.43147803164189724]",1
"[0.39020959566315283, 0.39020959566315283, 0.39020959566315283, 0.39020959566315283]",1
"[0.33165376798095886, 0.33165376798095886, 0.3316537679809589, 0.33165376798095886]",0
"[0.8841102830683936, 0.8841102830683936, 0.8841102830683936, 0.8841102830683936]",1
"[0.0011293263615765308, 0.0011293263615765308, 0.0011293263615765308, 0.0011293263615765308]",0
"[0.730982765383289, 0.7309827653832889, 0.7309827653832889, 0.730982765383289]",1
"[0.1560379634934472, 0.1560379634934472, 0.1560379634934472, 0.15603796349344717]",0
"[0.0695495457038013, 0.06954954570380131, 0.0695495457038013, 0.0695495457038013]",0
"[0.9974089086818663, 0.9974089086818663, 0.9974089086818663, 0.9974089086818664]",1
"[0.3482522340560681, 0.34825223405606803, 0.3482522340560681, 0.3482522340560681]",0
"[0.10398910232954078, 0.1039891023295408, 0.10398910232954078, 0.1039891023295408]",0
"[0.73998360612839, 0.73998360612839, 0.73998360612839, 0.73998360612839]",1
"[0.9985970769671366, 0.9985970769671366, 0.9985970769671366, 0.9985970769671366]",1
"[0.92449053492937, 0.92449053492937, 0.9244905349293698, 0.92449053492937]",1
"[0.055418639454847485, 0.05541863945484748, 0.055418639454847485, 0.055418639454847485]",0
"[0.9452550092019997, 0.9452550092019997, 0.9452550092019997, 0.9452550092019997]",1
"[0.2314829582824649, 0.2314829582824649, 0.23148295828246493, 0.2314829582824649]",0
"[0.9157458941128984, 0.9157458941128984, 0.9157458941128983, 0.9157458941128984]",1
"[0.4063924403989789, 0.4063924403989789, 0.4063924403989789, 0.4063924403989789]",1
"[0.7557792636967552, 0.7557792636967551, 0.7557792636967551, 0.7557792636967552]",0
"[0.8008802459402362, 0.8008802459402361, 0.8008802459402361, 0.8008802459402362]",0
"[0.10094759618680943, 0.10094759618680944, 0.10094759618680943, 0.10094759618680943]",0
"[0.09124167569518626, 0.09124167569518626, 0.09124167569518625, 0.09124167569518626]",0
"[0.8882133559910068, 0.8882133559910068, 0.8882133559910068, 0.8882133559910069]",1
"[0.5474924495944, 0.5474924495944, 0.5474924495944, 0.5474924495944001]",1
"[0.31919631142274507, 0.31919631142274507, 0.31919631142274507, 0.31919631142274507]",0
"[0.768382692083064, 0.768382692083064, 0.768382692083064, 0.7683826920830641]",0
"[0.0612743976524046, 0.0612743976524046, 0.061274397652404604, 0.061274397652404604]",0
"[0.8772369616164994, 0.8772369616164994, 0.8772369616164994, 0.8772369616164994]",1
"[0.578866451639029, 0.578866451639029, 0.578866451639029, 0.5788664516390291]",1
"[0.8690083754351561, 0.8690083754351561, 0.8690083754351561, 0.8690083754351561]",0
"[0.6926143956437386, 0.6926143956437386, 0.6926143956437386, 0.6926143956437387]",1
"[0.03864657143095225, 0.03864657143095225, 0.03864657143095226, 0.03864657143095226]",0
"[0.5028926835878983, 0.5028926835878983, 0.5028926835878983, 0.5028926835878984]",1
"[0.2315190674878124, 0.2315190674878124, 0.23151906748781242, 0.2315190674878124]",0
"[0.0811003980637864, 0.0811003980637864, 0.0811003980637864, 0.0811003980637864]",0
"[0.29993592443439754, 0.2999359244343975, 0.2999338777587908, 0.29993387775879077]",0
"[0.4445240536281638, 0.4445240536281637, 0.4445240536281638, 0.4445240536281637]",1
"[0.8378270532797903, 0.8378270532797902, 0.8378270532797902, 0.8378270532797903]",0
"[0.11520685823452885, 0.11520685823452885, 0.11520685823452884, 0.11520685823452885]",0
"[0.03314912765568952, 0.03314912765568951, 0.03314912765568952, 0.03314912765568952]",0
"[0.9767196497377842, 0.9767196497377842, 0.9767196497377842, 0.9767196497377844]",1
"[0.25258294116348534, 0.25258294116348534, 0.2525829411634854, 0.25258294116348534]",0
"[0.5379838140121552, 0.5379838140121551, 0.5379838140121551, 0.5379838140121552]",1
"[0.6811283059475954, 0.6811283059475954, 0.6811283059475953, 0.6811283059475954]",1
"[0.61902083822769, 0.6190208382276899, 0.6190208382276899, 0.61902083822769]",1
"[0.49730818300379176, 0.4973081830037917, 0.49730818300379176, 0.4973081830037917]",1
"[0.6183008469874616, 0.6183008469874616, 0.6183008469874616, 0.6183008469874617]",1
"[0.8135860081068821, 0.813586008106882, 0.813586008106882, 0.8135860081068821]",0
"[0.9970126576652898, 0.9970126576652898, 0.9970126576652898, 0.9970126576652899]",1
"[0.43183831964424096, 0.43183831964424096, 0.43183831964424096, 0.43183831964424096]",1
"[0.8535327302170163, 0.8535327302170163, 0.8535327302170163, 0.8535327302170164]",0
"[0.6867098096138493, 0.6867098096138493, 0.6867098096138492, 0.6867098096138493]",1
"[0.09810359424012854, 0.09810359424012856, 0.09810359424012854, 0.09810359424012856]",0
"[0.18661259252252912, 0.18661259252252915, 0.18661259252252915, 0.18661259252252912]",0
"[0.019610368517100192, 0.019610368517100196, 0.019610368517100192, 0.019610368517100196]",0
"[0.621361796548457, 0.6213617965484569, 0.6213617965484569, 0.621361796548457]",1
"[0.23490273393465635, 0.23490273393465635, 0.23490273393465638, 0.23490273393465635]",0
"[0.9438145881481985, 0.9438145881481985, 0.9438145881481985, 0.9438145881481986]",1
"[0.367461819632034, 0.367461819632034, 0.36746181963203406, 0.367461819632034]",0
"[0.31210553068763475, 0.31210553068763475, 0.31210553068763475, 0.31210553068763475]",0
"[0.39237095819942835, 0.3923709581994283, 0.39237095819942835, 0.39237095819942835]",1
"[0.847780402233157, 0.847780402233157, 0.8477804022331569, 0.847780402233157]",0
"[0.023807369230951406, 0.023807369230951406, 0.023807369230951406, 0.02380736923095141]",0
"[0.4506146678515944, 0.4506146678515943, 0.4506146678515944, 0.4506146678515944]",1
"[0.30835711740944666, 0.3083571174094466, 0.30835711740944666, 0.30835711740944666]",0
"[0.5339844636854693, 0.5339844636854691, 0.5339844636854691, 0.5339844636854693]",1
"[0.3259533378428419, 0.32595333784284186, 0.3259533378428419, 0.3259533378428419]",0
"[0.0038528668296892513, 0.0038528668296892517, 0.0038528668296892517, 0.0038528668296892517]",0
"[0.9483500943882932, 0.9483500943882932, 0.9483500943882932, 0.9483500943882932]",1
"[0.15268170788062208, 0.15268170788062208, 0.1526817078806221, 0.15268170788062208]",0
"[0.19713330919230723, 0.19713330919230723, 0.19713330919230726, 0.19713330919230723]",0
"[0.04222101728256739, 0.04222101728256739, 0.0422210172825674, 0.04222101728256739]",0
"[0.008669717870153344, 0.008669717870153344, 0.008669717870153344, 0.008669717870153344]",0
"[0.5434238046793144, 0.5434238046793144, 0.5434238046793144, 0.5434238046793145]",1
"[0.9930188626009651, 0.993018862600965, 0.993018862600965, 0.9930188626009651]",1
"[0.7982907627243649, 0.7982907627243649, 0.7982907627243649, 0.7982907627243649]",0
"[0.37900009955614916, 0.3790000995561491, 0.37900009955614916, 0.3790000995561491]",1
"[0.430974549442639, 0.430974549442639, 0.4309745494426391, 0.430974549442639]",1
"[0.42592737430085925, 0.42592737430085925, 0.42592737430085925, 0.42592737430085925]",1
"[0.0374175427291045, 0.0374175427291045, 0.037417542729104504, 0.037417542729104504]",0
"[0.8859106266467515, 0.8859106266467515, 0.8859106266467515, 0.8859106266467516]",1
"[0.5991799994181594, 0.5991799994181594, 0.5991799994181592, 0.5991799994181594]",1
"[0.918229315675006, 0.918229315675006, 0.918229315675006, 0.9182293156750061]",1
"[0.8981460189016339, 0.8981460189016339, 0.8981460189016339, 0.898146018901634]",1
"[0.8589077389336615, 0.8589077389336615, 0.8589077389336615, 0.8589077389336616]",0
"[0.7614532332430992, 0.7614532332430992, 0.7614532332430992, 0.7614532332430993]",0
"[0.9849960404136565, 0.9849960404136565, 0.9849960404136564, 0.9849960404136565]",1
"[0.13909214732965117, 0.13909214732965117, 0.13909214732965117, 0.13909214732965114]",0
"[0.10689823241785046, 0.10689823241785046, 0.10689823241785046, 0.10689823241785046]",0
"[0.40740123218642993, 0.4074012321864299, 0.40740123218642993, 0.4074012321864299]",1
"[0.2481361729300544, 0.2481361729300544, 0.2481361729300544, 0.2481361729300544]",0
"[0.0881703465650424, 0.0881703465650424, 0.0881703465650424, 0.0881703465650424]",0
"[0.134985858202513, 0.134985858202513, 0.134985858202513, 0.13498585820251296]",0
"[0.7792476888281188, 0.7792476888281188, 0.7792476888281188, 0.7792476888281189]",0
"[0.2348459386865693, 0.2348459386865693, 0.37000861504239324, 0.3700086150423932]",0
"[0.7366374377024838, 0.7366374377024838, 0.7366374377024838, 0.7366374377024838]",1
"[0.4411363669256637, 0.44113636692566366, 0.4411363669256637, 0.44113636692566366]",1
"[0.5374795277617658, 0.5374795277617658, 0.5374795277617658, 0.5374795277617658]",1
"[0.6362333800803788, 0.6362333800803788, 0.6362333800803788, 0.6362333800803788]",1
"[0.5269581532319713, 0.5269581532319711, 0.5269581532319711, 0.5269581532319713]",1
"[0.24236717915911163, 0.24236717915911163, 0.24236717915911163, 0.2423671791591116]",0
"[0.26669082231186336, 0.2666908223118633, 0.26669082231186336, 0.26669082231186336]",0
"[0.09149480561040564, 0.09149480561040566, 0.09149480561040564, 0.09149480561040564]",0
"[0.2760066318137303, 0.27600663181373025, 0.2760066318137303, 0.27600663181373025]",0
"[0.6713355479338006, 0.6713355479338006, 0.6713355479338005, 0.6713355479338006]",1
"[0.7505984698760781, 0.7505984698760781, 0.7505984698760781, 0.7505984698760781]",0
"[0.8604641626370304, 0.8604641626370304, 0.8604641626370303, 0.8604641626370304]",0
"[0.32808049165826186, 0.32808049165826186, 0.32808049165826186, 0.32808049165826186]",0
"[0.06618802721084457, 0.06618802721084457, 0.06618802721084456, 0.06618802721084457]",0
"[0.16045490873946563, 0.16045490873946563, 0.16045490873946566, 0.16045490873946563]",0
"[0.6018098313817063, 0.6018098313817063, 0.6018098313817063, 0.6018098313817063]",1
"[0.4878667953343398, 0.48786679533433974, 0.4878667953343398, 0.4878667953343398]",1
"[0.39673454368855676, 0.39673454368855676, 0.39673454368855676, 0.39673454368855676]",1
"[0.4724842738563067, 0.47248427385630665, 0.4724842738563067, 0.47248427385630665]",1
"[0.11423242135904815, 0.11423242135904815, 0.11423242135904815, 0.11423242135904815]",0
"[0.38267541727695364, 0.38267541727695364, 0.38267541727695364, 0.38267541727695364]",1
"[0.5978108465328072, 0.5978108465328072, 0.5978108465328071, 0.5978108465328072]",1
"[0.21947657440886525, 0.21947657440886525, 0.21947657440886525, 0.21947657440886523]",0
"[0.8883214643203772, 0.8883214643203772, 0.8883214643203772, 0.8883214643203773]",1
"[0.41154728529678475, 0.41154728529678475, 0.41154728529678475, 0.41154728529678475]",1
"[0.5695724246132623, 0.5695724246132623, 0.5695724246132623, 0.5695724246132624]",1
"[0.1518160371945282, 0.1518160371945282, 0.1518160371945282, 0.15181603719452816]",0
"[0.10083934166632433, 0.10083934166632434, 0.10083934166632433, 0.10083934166632433]",0
"[0.7252941036299108, 0.7252941036299108, 0.7252941036299106, 0.7252941036299108]",1
"[0.07637579361674039, 0.0763757936167404, 0.07637579361674039, 0.0763757936167404]",0
"[0.19410481405879015, 0.19410481405879018, 0.19410481405879018, 0.19410481405879015]",0
"[0.7104305606093011, 0.7104305606093011, 0.7104305606093011, 0.7104305606093012]",1
"[0.7960576203507388, 0.7960576203507388, 0.7960576203507387, 0.7960576203507388]",0
"[0.26499961040067915, 0.2649996104006791, 0.26499961040067915, 0.2649996104006791]",0
"[0.4194774223173309, 0.4194774223173309, 0.41947742231733093, 0.4194774223173309]",1
"[0.15001218502941585, 0.15001218502941585, 0.15001218502941585, 0.15001218502941582]",0
"[0.6527906202611237, 0.6527906202611236, 0.6527906202611236, 0.6527906202611237]",1
"[0.7828120474928151, 0.782812047492815, 0.782812047492815, 0.7828120474928151]",0
"[0.3674258566178013, 0.36742585661780125, 0.3674258566178013, 0.3674258566178013]",0
"[0.34796365279551766, 0.3479636527955176, 0.34796365279551766, 0.3479636527955176]",0
"[0.5211925949522255, 0.5211925949522255, 0.5211925949522254, 0.5211925949522255]",1
"[0.23901406665525401, 0.23901406665525401, 0.23901406665525401, 0.239014066655254]",0
"[0.1937807814529087, 0.1937807814529087, 0.1937807814529087, 0.19378078145290867]",0
"[0.42992972154539794, 0.42992972154539794, 0.42992972154539794, 0.42992972154539794]",1
"[0.6566085474143835, 0.6566085474143835, 0.6566085474143835, 0.6566085474143836]",1
"[0.5321104397852686, 0.5321104397852686, 0.5321104397852686, 0.5321104397852686]",1
"[0.26844855118026667, 0.2684485511802666, 0.26844855118026667, 0.2684485511802666]",0
"[0.31217767600277235, 0.31217767600277235, 0.31217767600277235, 0.31217767600277235]",0
"[0.49276748697912287, 0.4927674869791228, 0.49276748697912287, 0.49276748697912287]",1
"[0.008996016438313709, 0.008996016438313709, 0.008996016438313707, 0.008996016438313707]",0
"[0.7536206056961029, 0.7536206056961028, 0.7536206056961028, 0.7536206056961029]",0
"[0.05213043580594649, 0.05213043580594649, 0.0521304358059465, 0.0521304358059465]",0
"[0.4265768283282125, 0.4265768283282125, 0.4265768283282125, 0.4265768283282125]",1
"[0.2751770703329839, 0.27517707033298383, 0.2751770703329839, 0.2751770703329839]",0
"[0.07742398390962114, 0.07742398390962114, 0.07742398390962113, 0.07742398390962114]",0
"[0.10413368534204553, 0.10413368534204555, 0.10413368534204553, 0.10413368534204553]",0
"[0.04384892844105742, 0.04384892844105742, 0.04384892844105742, 0.04384892844105742]",0
"[0.6370614065544201, 0.6370614065544201, 0.6370614065544201, 0.6370614065544201]",1
"[0.9976971975601872, 0.9976971975601872, 0.9976971975601872, 0.9976971975601873]",1
"[0.8248983496631245, 0.8248983496631245, 0.8248983496631245, 0.8248983496631245]",0
"[0.6662217827392443, 0.6662217827392443, 0.6662217827392443, 0.6662217827392444]",1
"[0.028198731031885596, 0.028198731031885596, 0.028198731031885596, 0.0281987310318856]",0
"[0.8266943075080394, 0.8266943075080394, 0.8266943075080393, 0.8266943075080394]",0
"[0.572455459587586, 0.572455459587586, 0.572455459587586, 0.5724554595875861]",1
"[0.5253360897180719, 0.5253360897180719, 0.5253360897180718, 0.5253360897180719]",1
