sequence,label
"[0.3037396905063856, 0.3037404703392685, 0.30375149921727096, 0.30373969050638566]",1
"[0.036068387227668246, 0.11101743743708829, 0.0379389970572461, 0.1614767588580923]",0
"[0.49273563311083096, 0.4927362012624666, 0.4927442364136035, 0.4927356331108311]",1
"[0.03018693972404334, 0.03018802594438984, 0.0302033879430291, 0.7717720600682709]",0
"[0.6612397921092793, 0.6612401715310932, 0.6612455375485926, 0.6612397921092793]",1
"[0.36233655934521014, 0.36233727354780426, 0.3623473742417513, 0.3623365593452102]",1
"[0.2376723689090665, 0.23767322273937416, 0.23768529813463452, 0.23767236890906657]",1
"[0.6716860096175539, 0.671686377339284, 0.6716915778869773, 0.671686009617554]",1
"[0.11111724461912675, 0.06961166457514278, 0.06962640209615215, 0.8023212501092033]",0
"[0.9058213177911306, 0.905821423274141, 0.9058229150799818, 0.9058213177911308]",1
"[0.06222145206695486, 0.06222250240766588, 0.06223735697435234, 0.06222145206695488]",0
"[0.18463293834608407, 0.013139239489592437, 0.013154871544120188, 0.1846060575805199]",0
"[0.4452648411426757, 0.44526546246305304, 0.4452742495593549, 0.44526484114267584]",1
"[0.07171532245238345, 0.0717163621596687, 0.07173106634188425, 0.07171420242048494]",0
"[0.7079857634345426, 0.7079860904994362, 0.707990716053049, 0.7079857634345427]",1
"[0.33514474492233537, 0.3351454895805949, 0.33515602099736186, 0.3351447449223354]",1
"[0.24610588909572143, 0.24610673348022802, 0.2461186752871393, 0.24610588909572148]",1
"[0.1781106725919554, 0.17811159313318814, 0.1599685628378439, 0.7756620908563477]",0
"[0.41011087995786116, 0.41011154065175226, 0.4101208845925905, 0.4101108799578613]",1
"[0.060098031591939736, 0.062371626487700706, 0.062386478692234536, 0.1736265448839983]",0
"[0.8259635234411475, 0.8259637183673346, 0.8259664751337936, 0.8259635234411478]",1
"[0.4173891672434831, 0.41738981978546935, 0.417399048437038, 0.4173891672434832]",1
"[0.002680076328573838, 0.1698014457675562, 0.16981459626414896, 0.16979155566350532]",0
"[0.6650464605231957, 0.6650468356814243, 0.6650521414006689, 0.6650464605231958]",1
"[0.28780035655415465, 0.28780115423958, 0.2878124355992581, 0.2878003565541547]",1
"[0.07226093799151401, 0.07226197708769314, 0.14056657932699385, 0.1405483228162338]",0
"[0.3173861591578128, 0.3173869237062326, 0.3173977364219236, 0.3173861591578129]",1
"[0.8168997453047463, 0.8168999503826426, 0.8169028507208403, 0.8168997453047465]",1
"[0.7470132749380702, 0.747013558290955, 0.7470175656423562, 0.7470132749380703]",1
"[0.022959533887525117, 0.02296062820278763, 0.008462817491657504, 0.7914164595407679]",0
"[0.11866001943735358, 0.07450171836701454, 0.0745163784286795, 0.7819603502307748]",0
"[0.004852618202566409, 0.037252699233851036, 0.058499233911174654, 0.11129756975478665]",0
"[0.04925180269134065, 0.0492528675584564, 0.049267927566525566, 0.04924476249083575]",0
"[0.6781743544056135, 0.6781747148601986, 0.6781798126314416, 0.6781743544056136]",1
"[0.12060599485873358, 0.12060697980696754, 0.14199075573350606, 0.16545127205222807]",0
"[0.032372281962590295, 0.03237336573528652, 0.1791947043229938, 0.1791807830687018]",0
"[0.05138674349445472, 0.05969395322656028, 0.059708847845927185, 0.18251191793942292]",0
"[0.010278372728055294, 0.010063155327929773, 0.010078836108191967, 0.0721684553576086]",0
"[0.979603579109933, 0.9796036019545497, 0.9796039250372165, 0.9796035791099332]",1
"[0.4900501166273215, 0.4900506877868179, 0.4900587654769783, 0.4900501166273216]",1
"[0.3812426977920331, 0.38124339081917286, 0.38125319203677227, 0.3812426977920332]",1
"[0.006521625735900959, 0.11179521871718412, 0.0059133481217703635, 0.7885240571651483]",0
"[0.6578539356800881, 0.657854318894165, 0.6578597385441881, 0.6578539356800882]",1
"[0.8493475494182074, 0.8493477181535688, 0.849350104513204, 0.8493475494182077]",1
"[0.6589034055689906, 0.658903787607629, 0.6589091906338761, 0.6589034055689907]",1
"[0.09332441787942121, 0.028988153115869254, 0.02900353412071307, 0.805678465722704]",0
"[0.03387872486608418, 0.007892375935405593, 0.007908091101209486, 0.8099221065815956]",0
"[0.5164825494230075, 0.5164830909773692, 0.5164907499734397, 0.5164825494230076]",1
"[0.5664783733040717, 0.5664788588615786, 0.5664857259155626, 0.5664783733040718]",1
"[0.352791487501564, 0.35279221239493114, 0.35280246428438855, 0.3527914875015641]",1
"[0.09835240107638266, 0.09835341094932358, 0.09836769319582561, 0.13076692424200242]",0
"[0.8566587976425568, 0.8566589581890962, 0.8566612287373551, 0.856658797642557]",1
"[0.7413404733766817, 0.741340763083278, 0.7413448602927906, 0.7413404733766819]",1
"[0.023224021420130043, 0.07162163956805859, 0.02999410553209573, 0.1981406830466532]",0
"[0.40610372583411175, 0.4061043910161382, 0.4061137984309579, 0.40610372583411186]",1
"[0.0697309459373403, 0.06973198786718805, 0.06974672348225451, 0.0697309459373403]",0
"[0.008038148926481425, 0.15269233766235846, 0.058220510700283265, 0.15267458817227117]",0
"[0.7152507703419393, 0.7152510892698025, 0.7152555997445091, 0.7152507703419394]",1
"[0.02014025359442237, 0.020141351067365205, 0.021458647203615785, 0.15474616717084103]",0
"[0.13956157471364783, 0.1174875344589428, 0.11750151361743687, 0.1395327738934005]",0
"[0.43878177650499484, 0.4387824050866032, 0.43879129487571694, 0.43878177650499495]",1
"[0.40045428493803503, 0.4004549564476084, 0.40046445335050257, 0.40045428493803514]",1
"[0.05492796434842464, 0.05203742374391364, 0.040072621636601254, 0.16861200206981897]",0
"[0.49974991287751874, 0.499750473172946, 0.49975839721673593, 0.49974991287751885]",1
"[0.729493095963373, 0.7294933989393951, 0.7294976838133176, 0.7294930959633731]",1
"[0.9802227967452513, 0.9802228188963251, 0.9802231321704826, 0.9802227967452515]",1
"[0.03288573658577796, 0.032886819783389275, 0.03290213903264166, 0.032885736585777973]",0
"[0.13021170842945606, 0.03175350877600011, 0.03176884597710566, 0.13018210758642407]",0
"[0.03850621665705039, 0.03850729355955179, 0.09248154538740286, 0.16839855599087464]",0
"[0.2426720312994514, 0.24267287952998395, 0.2426848757297684, 0.24267203129945145]",1
"[0.8680568822600068, 0.8680570300403421, 0.8680591200410629, 0.868056882260007]",1
"[0.4778052878945992, 0.477805872768679, 0.4778141444189437, 0.4778052878945993]",1
"[0.6881040772041187, 0.6881044265371101, 0.6881093670199081, 0.6881040772041188]",1
"[0.4891537710994009, 0.4891543432628317, 0.48916243515125296, 0.489153771099401]",1
"[0.009334505846726513, 0.009335615422437958, 0.009351307727065016, 0.009334505846726515]",0
"[0.028157921937616782, 0.00872519872143702, 0.008740900695176008, 0.7843204174454891]",0
"[0.01123375993748302, 0.01123486738597168, 0.011250529606101062, 0.011233759937483021]",0
"[0.9307084265759888, 0.9307085041846747, 0.9307096017746125, 0.9307084265759891]",1
"[0.1773159299576852, 0.04221091489063141, 0.04222608644451584, 0.7895264857143134]",0
"[0.6187557021623976, 0.6187561291676941, 0.618762168140177, 0.6187557021623976]",1
"[0.46205507932865925, 0.46205568184345525, 0.4620642029796183, 0.46205507932865936]",1
"[0.07400690771673178, 0.047292333918256005, 0.026474384984915025, 0.16601864821110107]",0
"[0.4138465063485008, 0.4138471628583758, 0.41385644762627666, 0.4138465063485009]",1
"[0.14819942071950207, 0.1482003747622535, 0.11276273902675359, 0.14818022017267052]",0
"[0.5798022727687284, 0.5798027434030596, 0.5798093994042812, 0.5798022727687285]",1
"[0.03277773350985036, 0.09246300978794782, 0.11067679499667836, 0.11650187797348471]",0
"[0.05068720357155772, 0.050688266830980495, 0.010950046144531584, 0.09080386609410637]",0
"[0.0237395561025578, 0.023740649544171533, 0.12452735455512447, 0.13193623754404527]",0
"[0.5027344778779299, 0.9860557784860995, 0.9860559993651127, 0.9860557628681267]",1
"[0.5409803671208556, 0.5409808812369107, 0.5409881521835131, 0.5409803671208557]",1
"[0.011885298493301088, 0.011886405212046602, 0.011902057111697928, 0.020956756848435048]",0
"[0.6802803343839232, 0.6802806924797463, 0.6802857568919194, 0.6802803343839233]",1
"[0.06859763366060666, 0.0685986768597989, 0.06861343042671851, 0.08879148878160051]",0
"[0.021024758785130198, 0.02102585526740012, 0.021041362396494807, 0.021024758785130205]",0
"[0.5935311437669745, 0.5935315990245494, 0.5935380375581927, 0.5935311437669746]",1
"[0.5945431725895554, 0.5945436267136269, 0.5945500492165671, 0.5945431725895555]",1
"[0.5083445576530019, 0.5083451083221637, 0.5083528962253646, 0.508344557653002]",1
"[0.7484728365063836, 0.7484731182245147, 0.7484771024562203, 0.7484728365063837]",1
"[0.08723960458393855, 0.08265570145999196, 0.0826702323610768, 0.08721656392774067]",0
"[0.6162285901902486, 0.616229020025988, 0.6162350990283408, 0.6162285901902487]",1
"[0.011748974610796915, 0.008926804237363934, 0.008942503017634763, 0.011720973813334206]",0
"[0.716509366186749, 0.7165096837049463, 0.7165141742432873, 0.7165093661867491]",1
"[0.09493534375859025, 0.022015482343596925, 0.022030973796818138, 0.7829797392629744]",0
"[0.070909699508242, 0.07091074011784963, 0.07092545706126534, 0.151916166572424]",0
"[0.9328974489193452, 0.9328975240762588, 0.9328985869917222, 0.9328974489193455]",1
"[0.36798296015470516, 0.3679836680331574, 0.3679936792871854, 0.3679829601547052]",1
"[0.2947832754276842, 0.2947840652920264, 0.2947952360411192, 0.29478327542768423]",1
"[0.8049126839132378, 0.11640030471233695, 0.0881363753310438, 0.8048866031704585]",0
"[0.5657753132809222, 0.5657757996258779, 0.5657826778164485, 0.5657753132809223]",1
"[0.8663389133322517, 0.8663390630367648, 0.8663411802503965, 0.8663389133322519]",1
"[0.5207940322140374, 0.5207945689394062, 0.5208021596408791, 0.5207940322140375]",1
"[0.3749927597937989, 0.37499345982106075, 0.37500336003870766, 0.374992759793799]",1
"[0.21972401774002523, 0.2197248916730362, 0.21973725137313582, 0.21972401774002528]",1
"[0.10422312827469327, 0.03597426425587004, 0.035989534599438586, 0.8007378450138262]",0
"[0.04660532731972206, 0.046606395150971335, 0.032626295854928246, 0.046590926909598394]",0
"[0.09848024471736956, 0.02582566659023791, 0.02584109768944538, 0.19428617327021477]",0
"[0.7580715098766012, 0.758071780843924, 0.7580756130310622, 0.7580715098766014]",1
"[0.7258433920198047, 0.725843699083607, 0.7258480417694412, 0.7258433920198049]",1
"[0.6445457166620105, 0.6445461147817005, 0.6445517452361051, 0.6445457166620107]",1
"[0.7173621904751847, 0.7173625070381927, 0.7173669840676565, 0.7173621904751848]",1
"[0.5771929184543175, 0.5771933920112056, 0.5772000893450293, 0.5771929184543176]",1
"[0.004153238284226335, 0.004154353663116223, 0.0041701280398750195, 0.7857100570224241]",0
"[0.05332679874722832, 0.053327859050223615, 0.07230211292034085, 0.17966959699012228]",0
"[0.02817488242065134, 0.026896255881560922, 0.026911670022438657, 0.028146241604960917]",0
"[0.07241070225680028, 0.07241174118523884, 0.07242643435252374, 0.18517263371660825]",0
"[0.7676413824265714, 0.7676416426753437, 0.7676453232741242, 0.7676413824265717]",1
"[0.44034102091227556, 0.4403416477474824, 0.4403505128379079, 0.7220429637836087]",1
"[0.05944793307713404, 0.03110469102434643, 0.03112003850284355, 0.14859831207992805]",0
"[0.15712479491415915, 0.15712573896021795, 0.16062537040426705, 0.17103399104806505]",0
"[0.6798902432741284, 0.6798906018068656, 0.6798956723981461, 0.6798902432741285]",1
"[0.5525445364683986, 0.5525450376322297, 0.5525521254004847, 0.5525445364683987]",1
"[0.47663677461534104, 0.47663736079819147, 0.476645650957899, 0.47663677461534115]",1
"[0.339035255724083, 0.33903599602485124, 0.3390464658152862, 0.33903525572408305]",1
"[0.04669940999919678, 0.046700477725070556, 0.05862803539496775, 0.16372562290574036]",0
"[0.9829297538393893, 0.9829297729585883, 0.9829300433540995, 0.9829252737117955]",1
"[0.0884207582231942, 0.08842177921987947, 0.10550105537215788, 0.10548588423798312]",0
"[0.5145394540836523, 0.5145399978143402, 0.5145476875893611, 0.5145394540836524]",1
"[0.08702215839107098, 0.11435496875194506, 0.15597443682551224, 0.1559601217442673]",0
"[0.46969289685370236, 0.4696934908139087, 0.4697018909657839, 0.46969289685370247]",1
"[0.01235907198637017, 0.012360178174474854, 0.006736077599613948, 0.051966600008768266]",0
"[0.327774135007365, 0.3277748879209335, 0.3277855360893757, 0.327774135007365]",1
"[0.09979372212520612, 0.09979473038382332, 0.09980898979956249, 0.09979372212520615]",0
"[0.6722309851384567, 0.6722313522497977, 0.6722365441649888, 0.6722309851384568]",1
"[0.4621725226734457, 0.46217312505670155, 0.4621816443325427, 0.46217252267344583]",1
"[0.36560273236581775, 0.36560344291019803, 0.3656134918674263, 0.3656027323658178]",1
"[0.20011113916524342, 0.2001120350652794, 0.20012470543660663, 0.20011113916524345]",1
"[0.013312699145671668, 0.013313804265684709, 0.07056849294903877, 0.07055272934173167]",0
"[0.34971251981256424, 0.3497132481544695, 0.34972354881528234, 0.3497125198125643]",1
"[0.3158709160036878, 0.31587168224922635, 0.3158825189666185, 0.31587091600368783]",1
"[0.5083837587694497, 0.5083843093947051, 0.5083920966769537, 0.5083837587694499]",1
"[0.7144376271836221, 0.7144379470222306, 0.7144424703772588, 0.7144376271836222]",1
"[0.6936563953341391, 0.6936567384483641, 0.6936615909815281, 0.6936563953341391]",1
"[0.0844777659267736, 0.14446715262129572, 0.14448070441771488, 0.18145300778166162]",0
"[0.16429443910562572, 0.1458943916705561, 0.1459079208592483, 0.7886768615170162]",0
"[0.06668189910048639, 0.06668294444536003, 0.06669772835783068, 0.13026707000615378]",0
"[0.0055774388454583185, 0.005578552629199935, 0.005594304446387223, 0.1560241235670392]",0
"[0.6277511583529899, 0.6277515752830999, 0.6277574717660748, 0.62775115835299]",1
"[0.21608839419746673, 0.21608927220248747, 0.21610168949146294, 0.21608839419746678]",1
"[0.7414575967123543, 0.741457886287769, 0.7414619816420286, 0.7414575967123544]",1
"[0.0713191511694253, 0.07132019132043453, 0.07133490177806848, 0.07131915116942532]",0
"[0.24427223687330613, 0.24427308331155942, 0.24428505416382396, 0.24427223687330618]",1
"[0.44445569809828184, 0.4444563203249241, 0.44446512023818513, 0.44445569809828195]",1
"[0.0011294721673673264, 0.0011305909329679261, 0.016665791989923722, 0.8030542309844986]",0
"[0.5211433221618151, 0.5211438584959686, 0.5211514436646311, 0.5211433221618152]",1
"[0.33541003247772494, 0.33541077683885434, 0.3354213040534227, 0.335410032477725]",1
"[0.06576843308497426, 0.06576947945295784, 0.004829495635789724, 0.8042582652753952]",0
"[0.9679066059801383, 0.9679066419257232, 0.9679071502903714, 0.9679066059801384]",1
"[0.3724274067325437, 0.3724281096330796, 0.3724380504863416, 0.37242740673254376]",1
"[0.23614832550431034, 0.2361491810415933, 0.23616128057795224, 0.2361483255043104]",1
"[0.5265754768695812, 0.5265760071195549, 0.5265835062419919, 0.5265754768695813]",1
"[0.09900617969599775, 0.0008345828341863434, 0.0008504097967208582, 0.11155837718258219]",0
"[0.8640569283413191, 0.8640570806017254, 0.8640592339623753, 0.8640569283413193]",1
"[0.9190784953555476, 0.9190785859901128, 0.9190798678000771, 0.9190784953555479]",1
"[0.8461239376097431, 0.8461241099556485, 0.8461265473778259, 0.8461239376097434]",1
"[0.021487651968328057, 0.021488747932143427, 0.021504247728933834, 0.8034401619758132]",0
"[0.1367563748215549, 0.1367573416808684, 0.09098968820120808, 0.7725567224154546]",0
"[0.8150331321436034, 0.8150333393121637, 0.8150362692178215, 0.8150331321436036]",1
"[0.049356125662458866, 0.04935719041272969, 0.04937224876830581, 0.04935612566245888]",0
"[0.17873469036398154, 0.17175893932457992, 0.12451487441135321, 0.8061048778669219]",0
"[0.34172861243088204, 0.34172934971500823, 0.3417397768422292, 0.34172861243088204]",1
"[0.49492977560000906, 0.4949303412941378, 0.49493834168969625, 0.49492977560000917]",1
"[0.002240223801573869, 0.0022413413230986, 0.13058038428602697, 0.19441593696588483]",0
"[0.2178498843647067, 0.21785076039680445, 0.2178631497834855, 0.21784988436470673]",1
"[0.5205217044581429, 0.5205222414885272, 0.5205298365037165, 0.520521704458143]",1
"[0.3109930170811265, 0.3109937887900613, 0.31100470277417597, 0.31099301708112653]",1
"[0.030107417459249237, 0.030108503768663114, 0.030123867026948147, 0.030107417459249247]",0
"[0.11600154372396526, 0.09848877465287452, 0.03740555091194651, 0.13846922360348823]",0
"[0.05450555231813002, 0.054506611300885195, 0.1164467814669225, 0.1495522592483434]",0
"[0.14141426747833777, 0.06208153855089475, 0.06209639535047443, 0.7802903826700986]",0
"[0.5080330287806597, 0.5080335797987434, 0.5080413726366129, 0.5080330287806598]",1
"[0.014251605885735624, 0.07793573232163634, 0.062470799663612124, 0.8041590624500987]",0
"[0.05029263233416888, 0.050293696035523534, 0.10419976038123958, 0.13821769643999463]",0
"[0.8322424222641861, 0.832242610157814, 0.8322452674654812, 0.8322424222641863]",1
"[0.044769755042623614, 0.04477082492977008, 0.06117334471693114, 0.10474794322142297]",0
"[0.048609544399824504, 0.012230254619766397, 0.012245901072780358, 0.13099589076296894]",0
"[0.7480633848452004, 0.7480636670219298, 0.7480676577394172, 0.7480605047631758]",1
"[0.1394862125673339, 0.011793122659835974, 0.011808776037099948, 0.13946413193847762]",0
"[0.43470390036708245, 0.434704533516037, 0.4347134878993806, 0.43470390036708256]",1
"[0.6306944421777132, 0.6306948558112551, 0.6307007056721294, 0.6306944421777133]",1
"[0.29505624320180635, 0.29505703276041634, 0.29506819918565463, 0.2950562432018064]",1
"[0.46260149489057445, 0.4626020967933683, 0.4626106092742188, 0.46260149489057456]",1
"[0.6022006706751009, 0.6022011162225399, 0.6022074174294488, 0.6022006706751009]",1
"[0.6279846050015504, 0.627985021670193, 0.6279909144553346, 0.6279846050015505]",1
"[0.3598059272728087, 0.3598066443097883, 0.3598167850893642, 0.35980592727280875]",1
"[0.8499925277871914, 0.8499926958001572, 0.8499950719432289, 0.8499925277871916]",1
"[0.11398692634766239, 0.1139879187094559, 0.11400195330250204, 0.1139869263476624]",0
"[0.058527586865673935, 0.0010336282800697428, 0.0010494520896880734, 0.05850166612745132]",0
"[0.014420730702410404, 0.014421834581394148, 0.06658156701965207, 0.06656573579215537]",0
"[0.8977490878940232, 0.8977492024181782, 0.8977508220894705, 0.8977490878940234]",1
"[0.010860469306165839, 0.010861577172751448, 0.010877245305865924, 0.01086046930616584]",0
"[0.683634989924513, 0.6836353442630191, 0.6836403555368958, 0.6836349899245131]",1
"[0.0681245001857653, 0.05622217823879662, 0.05623712785171285, 0.06810001948855504]",0
"[0.7298044648311584, 0.7298047674584378, 0.7298090474002261, 0.7298044648311585]",1
"[0.46197715710943443, 0.46197775971150573, 0.46198628208196957, 0.46197715710943454]",1
"[0.09718740789737693, 0.0971884190751459, 0.008613379226128684, 0.19539548486340894]",0
"[0.11777535424208882, 0.0926263742575997, 0.04495539788618365, 0.17229274689743165]",0
"[0.736919227459598, 0.7369195221181253, 0.7369236893609015, 0.7369192274595981]",1
"[0.009122179799680694, 0.08715710461838237, 0.1163789406853967, 0.11636395404541124]",0
"[0.4880228588910212, 0.48802343232110834, 0.48803154212336525, 0.4880228588910213]",1
"[0.18293368995148981, 0.1829346050907953, 0.03347526563506011, 0.18292056957782157]",0
"[0.0010509099299148038, 0.0010520287835075169, 0.050714024225559075, 0.08732392698544056]",0
"[0.6826407216077514, 0.6826410770598684, 0.6826461040831191, 0.6826407216077515]",1
"[0.8733891941242486, 0.8733893359322312, 0.8733913414682538, 0.8733891941242489]",1
"[0.0010365095197911235, 0.0010376283895127372, 0.0010534521357686041, 0.001036509519791124]",0
"[0.64923401018461, 0.6492344030532676, 0.6492399592443305, 0.6492340101846101]",1
"[0.0016931682214309462, 0.0016942863556746914, 0.06871679161743943, 0.14002670796064273]",0
"[0.01690960158545315, 0.10859305110587827, 0.1086071711546117, 0.19227955612175837]",0
"[0.9408378350615425, 0.9408379013249804, 0.9408388384634191, 0.9408378350615427]",1
"[0.05069488379029034, 0.010942059374744493, 0.010957726233006204, 0.15959942539163516]",0
"[0.039332960202706574, 0.03933403617922986, 0.0247463650781257, 0.03931631972878588]",0
"[0.06286451038125566, 0.04750865983693314, 0.047523747473570896, 0.10218995036978656]",0
"[0.5469466170396533, 0.5469471244733257, 0.5469543009135466, 0.5469466170396534]",1
"[0.566049081077829, 0.5660495671161564, 0.5660564409702, 0.5660490810778291]",1
"[0.06679406229489417, 0.0667951075141416, 0.06680988964992876, 0.1731074901013181]",0
"[0.31489632824742847, 0.3148970955845352, 0.31490794773955794, 0.3148963282474285]",1
"[0.10833748545158567, 0.1083384841409261, 0.10835260822204672, 0.19485034933794917]",0
"[0.007456532362041671, 0.007457644041140966, 0.007473366093177393, 0.007456532362041673]",0
"[0.061871202091835574, 0.06187225282483729, 0.016280987556976656, 0.06185552164525647]",0
"[0.08129511528488331, 0.004147633479251993, 0.004163407962459727, 0.8081345356715761]",0
"[0.09953419473386603, 0.09953520328316184, 0.07234531341801058, 0.7763829113853165]",0
"[0.6448966066553575, 0.64489700438204, 0.6449026292782893, 0.6448966066553576]",1
"[0.0018995740998703642, 0.0019006920029332004, 0.04398434669967398, 0.04396813221240542]",0
"[0.3152854593298817, 0.3152862262311497, 0.315297072222272, 0.3152854593298817]",1
"[0.6524376214234581, 0.652438010703973, 0.6524435161493061, 0.6524376214234582]",1
"[0.05322615588091949, 0.03498911730224939, 0.035004403250725444, 0.05319655503788749]",0
"[0.3614019727281833, 0.3614026879775431, 0.36141280347549604, 0.3614019727281833]",1
"[0.06798353617111015, 0.0679845800581104, 0.011034207114065954, 0.10080367088854693]",0
"[0.10111295969709218, 0.1626462100003056, 0.19091099929471186, 0.190897276754442]",0
"[0.528171042311285, 0.5281715707741764, 0.5281790446225941, 0.5281710423112851]",1
"[0.1091951098767293, 0.1091961076055041, 0.10921021810171253, 0.10919510987672931]",0
"[0.08625797662717434, 0.08625900004624128, 0.008891782433333632, 0.08624133615325366]",0
"[0.11331410718577266, 0.11331510030114425, 0.08052092760108596, 0.11330482692147074]",0
"[0.13461295377692356, 0.09410721477339622, 0.09412156428042051, 0.13458335293389156]",0
"[0.07714219700977085, 0.15712109883326408, 0.15713445018886618, 0.772136550448957]",0
"[0.8484928050750885, 0.8484929747677897, 0.8484953746667162, 0.8484928050750887]",1
"[0.0030533669598910174, 0.0030544835706704937, 0.0030702753695722573, 0.12576454177414975]",0
"[0.0038079484503718663, 0.00380906421599695, 0.004270769199261176, 0.0674566411651404]",0
"[0.037260581181352045, 0.05849328037615109, 0.05850819401439505, 0.8050574880372595]",0
"[0.015857411619082912, 0.015858513888940003, 0.015874102869665056, 0.10859477277912878]",0
"[0.32038880467315706, 0.3203895658585219, 0.32040033101181326, 0.3203888046731571]",1
"[0.11087387768803655, 0.11087487353653998, 0.11088895744078972, 0.11087083760145491]",0
"[0.8576693864241254, 0.8576695458387743, 0.8576718003791404, 0.8576693864241255]",1
"[0.6961871874110974, 0.6961875276907578, 0.6961923401357584, 0.6961871874110975]",1
"[0.9587385048726187, 0.9587385510867579, 0.9587392046756379, 0.9587385048726189]",1
"[0.3723885256252098, 0.3723892285692937, 0.37239917003843886, 0.37238852562520985]",1
"[0.027272936733238162, 0.02727402621735731, 0.019781827886657253, 0.027262856446151593]",0
"[0.48825726556692334, 0.4882578387344678, 0.48826594482368435, 0.48825726556692345]",1
"[0.46236724821922925, 0.46236785038438655, 0.46237636657574294, 0.46236724821922937]",1
"[0.1016900961339379, 0.10169110226855808, 0.13036038175159778, 0.18147156831026548]",0
"[0.25573416330897103, 0.25573499690951546, 0.25574678620297703, 0.2557341633089711]",1
"[0.08543811327746614, 0.11417432380949945, 0.11418835544985478, 0.7873985851117041]",0
"[0.03833181168999693, 0.08773792050950516, 0.08775237090731285, 0.1538707822398782]",0
"[0.1328676240699335, 0.132868595284767, 0.13288233080445086, 0.13286762406993352]",0
"[0.04586210615278323, 0.04586317481646298, 0.09392492201510161, 0.09390379438006397]",0
"[0.5622411326274572, 0.5622416229308035, 0.5622485571033778, 0.5622411326274573]",1
"[0.000654258633285876, 0.000655377931140196, 0.0069399199478778, 0.800720084508007]",0
"[0.6320466406883268, 0.632047052807365, 0.632052881249192, 0.6320466406883268]",1
"[0.2952519287749315, 0.2952527181143676, 0.29526388143991417, 0.29525192877493156]",1
"[0.05442362998498197, 0.16978736538231687, 0.050070816815809716, 0.18235959360122578]",0
"[0.06761216559447614, 0.06761320989742281, 0.032983899974527706, 0.10697904676325184]",0
"[0.013183575468229335, 0.013184680732864851, 0.013200312067595019, 0.1886218519503436]",0
"[0.026751641886760935, 0.026752731954746284, 0.07481942191974052, 0.7922153622935183]",0
"[0.044128776787562905, 0.04412984739262466, 0.07927099320184168, 0.1563932540798762]",0
"[0.5030644072743191, 0.5030649638574112, 0.5030728353990639, 0.5030644072743192]",1
"[0.2359923210613038, 0.23599317677331652, 0.23600527878081154, 0.23599232106130386]",1
"[0.07534662587190484, 0.02958688949729665, 0.029602261018046926, 0.07532102514279608]",0
"[0.019936887802564616, 0.01993798550328337, 0.019953509864433637, 0.11855409642066608]",0
"[0.7019164705810821, 0.7019168044437697, 0.7019215261359811, 0.7019164705810822]",1
"[0.036826328813844615, 0.1241758774520071, 0.05785410647930664, 0.7830975026168747]",0
"[0.847949429599755, 0.8479495999010535, 0.8479520084071369, 0.8479494295997552]",1
"[0.28065999319660623, 0.28066079887945733, 0.28067219334366733, 0.2806599931966063]",1
"[0.001490602452357843, 0.0014917208134814569, 0.029268657174930653, 0.11380820125757184]",0
"[0.013166614985194778, 0.10616162458204857, 0.10617578314502182, 0.11707629433286262]",0
"[0.032408602997013355, 0.03240968672902891, 0.0404806263368154, 0.10780707034536346]",0
"[0.05018190918077347, 0.05018297300614145, 0.0501980182811706, 0.05018190918077348]",0
"[0.006326420176446626, 0.08656156832450937, 0.061873512782867256, 0.8015170672060742]",0
"[0.5766089018215238, 0.5766093760325284, 0.5766160826172718, 0.5766089018215239]",1
"[0.667575012536357, 0.66757538486253, 0.6675806505290941, 0.6675750125363571]",1
"[0.5366125627257864, 0.5366130817339163, 0.53662042186726, 0.5366125627257865]",1
"[0.5035321005942249, 0.5035326566534861, 0.5035405207867996, 0.503532100594225]",1
"[0.8876886413725062, 0.8876887671646697, 0.8876905461950922, 0.8876886413725065]",1
"[0.6826794427105284, 0.6826797981192766, 0.6826848245291787, 0.6826794427105285]",1
"[0.037535629014714335, 0.037536707004303636, 0.13104886968297874, 0.1689808125735421]",0
"[0.519366311552553, 0.5193668498770128, 0.5193744631938161, 0.5193663115525531]",1
"[0.2027296137393993, 0.2027305067066635, 0.2027431356009221, 0.20272961373939932]",1
"[0.9140383518122596, 0.9140384480919399, 0.9140398097386082, 0.9140383518122598]",1
"[0.5993620298306096, 0.5993624785574134, 0.5993688247288609, 0.5993620298306097]",1
"[0.35661223631649025, 0.35661295693050166, 0.35662314829866837, 0.3566122363164903]",1
"[0.06539242237618928, 0.06539346916531637, 0.034530957796633815, 0.06538218208454578]",0
"[0.1791707027816152, 0.1435972088196333, 0.14361077439612105, 0.17914142194769708]",0
"[0.6313573410570733, 0.6313577539481481, 0.6313635933085949, 0.6313573410570734]",1
"[0.0030836078211507463, 0.003084724398059531, 0.0031005157179410706, 0.003083607821150747]",0
"[0.9308642710144385, 0.9308643484485737, 0.93086544356991, 0.9308642710144387]",1
"[0.0345342635358255, 0.03453534488703611, 0.034550638023350025, 0.034534263535825505]",0
"[0.04841817894973649, 0.048419244750536376, 0.09349307704024751, 0.7810568044977922]",0
"[0.049697095373276226, 0.03699477217696676, 0.037010026355503614, 0.788820865618253]",0
"[0.8215885188410166, 0.8215887186673428, 0.8215915447345954, 0.8215885188410168]",1
"[0.8099382670418454, 0.17960235392040327, 0.1796153491688224, 0.8099126663127367]",0
